a1,a2,a3,a4,a5
0.10553218617835729,-0.7142857142857143,-1.0,-0.011603307123998374,0.020552572246590906
0.0009777921826014263,-0.7142857142857143,-0.999774441088761,0.4066966109489569,-0.9513251996295361
0.0002100211301924127,-0.7142857142857143,-0.9995441335688643,0.3996842001809682,-1.0
0.00031665278702024303,-0.7142857142857143,-0.99930907744031,-0.9728216947647721,-0.0707346817185387
0.0007961151245740835,-0.7142857142857143,-0.999069272703098,-0.38561645192112104,0.05757337741161295
8.131177142656073e-05,-0.7142857142857143,-0.9988247193572284,-0.6847178094489255,-0.3941278875388674
8.625509508281378e-05,-0.7142857142857143,-0.9985754174027011,-0.9844444745827539,0.033343205077897675
0.0002246368025398845,-0.7142857142857143,-0.998321366839516,0.6550775483176166,-0.4132133697283644
0.0003744792572164491,-0.7142857142857143,-0.9980625676676733,0.02539415846111015,-0.22374609750037477
0.0002535417936777896,-0.7142857142857143,-0.997799019887173,-0.1690408773539135,-0.13097903464096283
-5.066082477058262e-05,-0.35,-0.7666533705624252,0.20253978408400108,0.29401114569418274
0.0013017248568635664,-0.35,-0.7651456873136171,-0.6294641040833369,-0.3377488815255715
3.716271753660205e-05,-0.35,-0.7636332554561513,-0.9160980643061609,1.0
9.657303409460826e-06,-0.35,-0.762116074990028,-0.9056000176176761,-0.17969261022607852
0.00029716873219090556,-0.35,-0.7605941459152468,0.8093941642722047,-0.35562059539870916
0.00020256996594441106,-0.35,-0.759067468231808,-0.5327247982049994,0.3025160243733491
0.00012554798790469094,-0.35,-0.7575360419397117,0.2613127916561746,0.027788760866104267
0.00013398935964642716,-0.35,-0.7559998670389576,-0.8764255555461181,0.023474215270685272
5.087252388641059e-05,-0.35,-0.7544589435295459,0.40571006104993246,-0.45192585846269184
0.0001069907724625024,-0.35,-0.7529132714114765,-0.21634096493751198,-0.40620249923818263
-8.85270992743008e-06,0.23750000000000004,0.40613900127262714,-0.40870353773377954,-0.4903093232146535
0.0005042840261205813,0.23750000000000004,0.4098025528520144,0.6516209314486341,-0.6303891166875882
0.0001205079956519875,0.23750000000000004,0.41347085304005926,-0.5968896188232841,-0.19899946566141014
7.281203376010546e-05,0.23750000000000004,0.41714390183676175,-0.09483157347751603,0.08495436836794679
0.0001816309772234507,0.23750000000000004,0.4208216992421221,-0.6018317268728615,0.4224485719976063
2.7210015666568183e-05,0.23750000000000004,0.42450424525614006,0.9555572757701047,-0.26402038905946756
0.0002913221114144161,0.23750000000000004,0.4281915398788154,-0.4970629255359096,0.0644044922033229
3.99080314684021e-05,0.23750000000000004,0.43188358311014863,-0.561398467439089,-0.6265778587057166
0.0003130902450235196,0.23750000000000004,0.4355803749501397,-0.9096883460473113,-0.3438360002862275
0.00010335330320193303,0.23750000000000004,0.43928191539878814,-0.9363417450071138,-0.07307910851337562
-3.6835644555732175e-05,-0.7852678571428572,-0.8385093167701864,-0.5284767400662267,-0.2564834743285169
6.350765939281574e-05,-0.7852678571428572,-0.8372485611715768,0.6646365586233598,-0.30791629327145986
0.00017298454839415018,-0.7852678571428572,-0.8359830569643094,0.46699922975744346,-0.6405758272732245
9.405478673957205e-05,-0.7852678571428572,-0.8347128041483846,0.4333490733384968,-0.04522654731319509
0.00037415672087024,-0.7852678571428572,-0.8334378027238019,-0.6728569824956719,0.04611556240788617
0.0005765157090076659,-0.7852678571428572,-0.8321580526905616,-0.7070386676692602,0.22619097872198268
0.00017424359433638098,-0.7852678571428572,-0.8308735540486638,-0.08667180338356628,-0.4889569066420245
0.0002728199348885363,-0.7852678571428572,-0.8295843067981081,-0.7592849157517096,0.23672357545498635
0.0008645314198434318,-0.7852678571428572,-0.8282903109388949,1.0,-0.09191438766939308
9.958235711787028e-05,-0.7852678571428572,-0.826991566471024,0.7214434739830489,-0.3217215780468696
-1.1682571929433769e-05,0.7642857142857142,-0.8243798317093092,0.10806980713819425,-0.1605410797879423
3.348812662460178e-05,0.7642857142857142,-0.8230668414154653,0.32864756611853596,-0.46356029314800784
0.0002055244312852917,0.7642857142857142,-0.8217491025129637,-0.47287030816075426,-0.005141014931147603
0.00012175284295580194,0.7642857142857142,-0.8204266150018045,-0.9279394708795781,-0.12399546912753034
7.99734993980546e-05,0.7642857142857142,-0.8190993788819876,-0.912141425318843,0.3776383927378788
0.0002499998549351623,0.7642857142857142,-0.8177673941535131,0.6605208421417679,-0.5506335732080736
0.0010412362204366432,0.7642857142857142,-0.8164306608163808,-0.2865667302341762,-0.4971944008156892
0.00035795581236038634,0.7642857142857142,-0.815089178870591,-0.8418959873626244,-0.42422850375297727
0.00038297235017806323,0.7642857142857142,-0.8137429483161434,-0.8200270093480347,-0.08541245743500714
0.00018604931712645195,0.7642857142857142,-0.8123919691530381,-0.07851073750535154,-0.7947045048120643
-1.4598162534361908e-06,-0.8482142857142857,-0.7307752578494502,-0.5957064639096415,-0.17979011573136283
0.0004269110759059545,-0.8482142857142857,-0.7291583566015157,-1.0,-0.0989134048318061
0.00014763898820316972,-0.8482142857142857,-0.7275367067449237,0.8000957620959275,-0.41019633447229675
0.00012991021539938762,-0.8482142857142857,-0.7259103082796741,-0.022281821612644914,-0.5963022317320861
0.0001706977172468919,-0.8482142857142857,-0.7242791612057666,-0.9913063474921952,-0.2165554468667149
8.213991051640937e-05,-0.8482142857142857,-0.7226432655232017,-0.7463690026464747,-0.41591125792482075
0.0001511672367928742,-0.8482142857142857,-0.7210026212319791,-0.9999351985641992,-0.4272236566769795
0.00029245974127096113,-0.8482142857142857,-0.7193572283320987,-0.8958488453817073,-0.4785138776792579
0.0005283286217190705,-0.8482142857142857,-0.7177070868235607,-0.4823464014589133,-0.24977749734283905
5.028171517762003e-05,-0.8482142857142857,-0.7160521967063651,-0.8611466776023318,-0.26536679015764164
-3.479701077029365e-05,0.23750000000000004,0.019621250973464788,-0.497387995335958,-0.44327674200421685
0.0002245688375820342,0.23750000000000004,0.02274346116587833,0.27199449165392364,0.3674578669510653
0.00018223606236965665,0.23750000000000004,0.02587041996694972,0.8149023591541313,-0.3812473998856011
0.00015445456608414828,0.23750000000000004,0.029002127376678732,-0.14016884314235312,0.024494092997841443
6.609480391397456e-05,0.23750000000000004,0.032138583395065146,-0.9962095012200957,-0.48532153561540925
0.0012522829337393423,0.23750000000000004,0.035279788022109626,0.37221745904483794,0.25471586437460525
0.002176628231189145,0.23750000000000004,0.03842574125781151,-0.037147087372084164,-0.14813322284665187
0.0003056463262204736,0.23750000000000004,0.04157644310217101,0.7304995190525383,-0.07366164207726811
0.00012830997077164805,0.23750000000000004,0.04473189355518836,0.8046811460917564,0.9866869315346443
0.00015026740728960177,0.23750000000000004,0.047892092616863335,-0.37864963217830083,-0.6900921230974586
-3.9318263340514704e-05,-1.0,0.9609165764431022,-0.5287001876920853,-0.738219305980468
0.0020795949929139973,-1.0,0.9652401846259047,-0.877543507837735,-0.5619471067572984
0.00019464078620700913,-1.0,0.9695685414173647,-0.9536909381640946,-0.5095756110526604
9.76014657724666e-05,-1.0,0.9739016468174824,-0.8791882896805692,-0.5794801861181076
6.36453216402977e-05,-1.0,0.9782395008262579,-0.9954737494104482,-0.2378134550202876
8.275423932950524e-05,-1.0,0.982582103443691,0.7771280687412578,0.2591358968939248
0.0004691491424506141,-1.0,0.9869294546697818,-0.45781491291709564,0.5038309619928891
0.002052021116838996,-1.0,0.9912815545045301,-0.2748957190524072,-0.18456823783869492
0.00024125297874404153,-1.0,0.9956384029479362,-0.6600548802394837,-0.4286615228287729
0.0003029998427195227,-1.0,1.0,-0.6329597591944194,-0.318834788268489
-2.7767274898216156e-05,1.0,-0.3925223659467776,-0.8655570386449154,-0.19989110583423342
0.00017500283048982288,1.0,-0.3901076984443558,0.6347248824121603,-0.5222210325318298
0.00017889660505447509,1.0,-0.38768828233327635,-0.9996124043439818,-0.38987955500486393
0.00019918914670556003,1.0,-0.3852641176135392,-0.06491404648908083,-0.5198949511144882
0.0002010318910190941,1.0,-0.3828352042851445,-0.41733255611817477,-0.5226412656070281
0.0001194366188610187,1.0,-0.380401542348092,-0.15669076341477062,-0.3797366760774217
0.00032715666933404804,1.0,-0.37796313180238195,-0.9739816380246995,-0.8648237148430991
0.00023660188325436916,1.0,-0.3755199726480142,-0.9274353995047239,-0.09488760281152375
6.097596286040877e-05,1.0,-0.3730720648849887,0.7217405037604876,0.18923010499722825
0.00010486251388333756,1.0,-0.37061940851330555,-0.9210763823210286,-0.27272084134180385
-2.7614691347883442e-05,-0.4196428571428571,-0.9805425760252247,-0.2474203781966977,-0.39979485080507127
0.0006784403281411168,-0.4196428571428571,-0.9800558436378142,-0.7707928944560438,0.43762529207853684
9.351468739346202e-05,-0.4196428571428571,-0.979564362641746,-0.798657369127207,-0.8020313981902603
0.00021667464977609722,-0.4196428571428571,-0.9790681330370201,-0.9798313569307104,0.15365652771761829
2.2222300630645908e-05,-0.4196428571428571,-0.9785671548236367,-0.454410991290239,-0.10235905504489984
0.00025819041498538345,-0.4196428571428571,-0.9780614280015956,-0.5373252252810441,-0.3086074612918148
0.00014178939541412732,-0.4196428571428571,-0.9775509525708967,-0.27064603754866656,-0.44874220399575815
0.00014533758192936661,-0.4196428571428571,-0.9770357285315403,-0.9505602804947149,-0.9002048256308206
0.00016591157871593997,-0.4196428571428571,-0.9765157558835261,-0.9703491389589427,-0.33342069786393624
0.0005280176532643606,-0.4196428571428571,-0.9759910346268543,-0.9322903614990381,-0.49961232113912235
